,uid,topic_item,rankings,labelstr
4,22,18,"[ 889  162  573  749  222  203   54  468  880  167  872  160  888  878
  869  168  470  883  886 1125  164  873  887  161  882]","[ 889  162  573  749  222  203   54  468  880  167  872  160  888  878
  869  168  470  883  886 1125  164  873  887  161  882]"
5,22,19,"[ 629 1164  742  122  506 1021  838  767 1013  705 1165  715  790  117
  732  245  724  525  121  709  591  691  649 1003  833]","[ 629 1164  742  122  506 1021  838  767 1013  705 1165  715  790  117
  732  245  724  525  121  709  591  691  649 1003  833]"
6,22,22,"[ 250  232  383  462  539  540  839  531  896  840  322 1178  903  616
  114  188 1122  380 1064  535  256  855  376  662  560]","[ 250  232  383  462  539  540  839  531  896  840  322 1178  903  616
  114  188 1122  380 1064  535  256  855  376  662  560]"
7,22,31,"[1182 1112  238  360  828  913  548 1193  101  841  809  723 1031  544
  414    7  219  146 1177 1041   93  436 1155  930  149]","[1182 1112  238  360  828  913  548 1193  101  841  809  723 1031  544
  414    7  219  146 1177 1041   93  436 1155  930  149]"
8,22,34,"[  37   18 1180   29 1179   40   31  396  926  624  209  249  384  520
  424   16   26 1176  546   96  208  728  178  620  207]","[  37   18 1180   29 1179   40   31  396  926  624  209  249  384  520
  424   16   26 1176  546   96  208  728  178  620  207]"
9,22,37,"[  59  470 1055  161 1125  463 1014  162  588   54  879   88  872  886
  748   91  887  894  367  467  203  466  878  869  286]","[  59  470 1055  161 1125  463 1014  162  588   54  879   88  872  886
  748   91  887  894  367  467  203  466  878  869  286]"
10,22,49,"[ 437  447  723  146 1182  536 1041  238  266 1193  721  548  436  195
 1074  239  458  913  388  270  809  219  507  414   87]","[ 437  447  723  146 1182  536 1041  238  266 1193  721  548  436  195
 1074  239  458  913  388  270  809  219  507  414   87]"
11,22,64,"[ 211  855  188  232  668  143  554  539 1178  383  552  242  616  560
  792  191  798  322  299  903  114  662  848 1064  386]","[ 211  855  188  232  668  143  554  539 1178  383  552  242  616  560
  792  191  798  322  299  903  114  662  848 1064  386]"
12,22,67,"[ 533  341  387 1036  196  361   68  812  157  810  702  337 1123 1059
 1168  251  884 1133  472  806 1027  779  615 1098  471]","[ 533  341  387 1036  196  361   68  812  157  810  702  337 1123 1059
 1168  251  884 1133  472  806 1027  779  615 1098  471]"
13,22,70,"[1107  515  343  770  296   49   25 1094  418   17  758   90   48  628
  258 1073 1053   85  491  574  522  956  392  371  479]","[1107  515  343  770  296   49   25 1094  418   17  758   90   48  628
  258 1073 1053   85  491  574  522  956  392  371  479]"
14,22,72,"[963  51 746 323 700 465 699 861 735 679 111  61 126 760 228 957 627 406
  30 967  43 674 269 298 416]","[963  51 746 323 700 465 699 861 735 679 111  61 126 760 228 957 627 406
  30 967  43 674 269 298 416]"
15,22,73,"[ 542  625 1005  223  300  829   23  868   19  891 1091  962  584  115
  357  744 1174  595  427  562  136  745  189  475  766]","[ 542  625 1005  223  300  829   23  868   19  891 1091  962  584  115
  357  744 1174  595  427  562  136  745  189  475  766]"
16,22,75,"[ 855  114  856  250  188  984  792  386  896 1122  322  191  552 1064
  531  143  376  211  798  840  554  242  120  616  194]","[ 855  114  856  250  188  984  792  386  896 1122  322  191  552 1064
  531  143  376  211  798  840  554  242  120  616  194]"
17,22,77,"[1032  889  886  573  887 1017  880  749  463  883  878   59  236  748
  222  203  888  164   54  160  873  881 1198  882 1014]","[1032  889  886  573  887 1017  880  749  463  883  878   59  236  748
  222  203  888  164   54  160  873  881 1198  882 1014]"
18,22,92,"[  36   23   19  868  862 1007 1091  743  112  680  791  246  302 1089
  369  357  598  189  805   73  595  938  542  136  744]","[  36   23   19  868  862 1007 1091  743  112  680  791  246  302 1089
  369  357  598  189  805   73  595  938  542  136  744]"
19,22,98,"[ 395  148 1117  948  550  713  988  990  811 1110  155 1191  983 1195
  877 1192  498 1090  921  379  631  633  363  411  422]","[ 395  148 1117  948  550  713  988  990  811 1110  155 1191  983 1195
  877 1192  498 1090  921  379  631  633  363  411  422]"
0,23,4,"[ 150 1098  337 1133 1015 1037 1027 1157  362  789  361   68  359  741
  196  341 1167  702 1026 1166  339  929  157  712  780]","[ 150 1098  337 1133 1015 1037 1027 1157  362  789  361   68  359  741
  196  341 1167  702 1026 1166  339  929  157  712  780]"
1,23,5,"[1089  357  300  740  791  189  829  475  369  542  136  625  744  745
  962  867  112  215  115 1007 1091  938  427  680  302]","[1089  357  300  740  791  189  829  475  369  542  136  625  744  745
  962  867  112  215  115 1007 1091  938  427  680  302]"
2,23,6,"[ 130  116   82  217  224  773  774  822  216 1038  137  532  459  793
  318   67  722  253  978  140 1010  206  141  159  486]","[ 130  116   82  217  224  773  774  822  216 1038  137  532  459  793
  318   67  722  253  978  140 1010  206  141  159  486]"
3,23,15,"[ 765 1105  187  961  794 1143  816  653 1148 1149 1147 1142 1146  940
  864   44 1160 1173  268  332  397  353  549  330 1163]","[ 765 1105  187  961  794 1143  816  653 1148 1149 1147 1142 1146  940
  864   44 1160 1173  268  332  397  353  549  330 1163]"
4,23,18,"[ 878  889  168  749  573  160  468  883  879   54  463  167  886  872
  887  162 1055  467   88  203  164  460  748   59  613]","[ 878  889  168  749  573  160  468  883  879   54  463  167  886  872
  887  162 1055  467   88  203  164  460  748   59  613]"
5,23,32,"[ 226   68  387  884 1027 1167 1098  860  810  619 1037  471  359 1026
 1133 1059  341  779  741  533  712  157 1058  324  789]","[ 226   68  387  884 1027 1167 1098  860  810  619 1037  471  359 1026
 1133 1059  341  779  741  533  712  157 1058  324  789]"
6,23,38,"[   3 1039   58 1056  225  390  103  992  264    4  420  284  145  508
   22  993    8  327 1040  835  665 1045  265 1051    2]","[   3 1039   58 1056  225  390  103  992  264    4  420  284  145  508
   22  993    8  327 1040  835  665 1045  265 1051    2]"
7,23,41,"[ 847  119 1141  193  583  262  786  944  244  316 1153 1196  582  672
  623  512  907  294  666  676 1099  370  373  875  372]","[ 847  119 1141  193  583  262  786  944  244  316 1153 1196  582  672
  623  512  907  294  666  676 1099  370  373  875  372]"
8,23,44,"[ 668  197  535  163  376   50  942  839  114  554  143  235  277  903
  531  798  261  840  386  870  662 1178  232  383 1064]","[ 668  197  535  163  376   50  942  839  114  554  143  235  277  903
  531  798  261  840  386  870  662 1178  232  383 1064]"
9,23,48,"[ 749  203 1125  167 1032  162  528  886  873  888 1014  468  467  894
  463  445  168  367  286  161  872  588  613  878  236]","[ 749  203 1125  167 1032  162  528  886  873  888 1014  468  467  894
  463  445  168  367  286  161  872  588  613  878  236]"
10,23,52,"[ 340 1096  491   25  543 1049   21 1073   90    9  956  758  258 1047
  687 1101  479  515  419 1103  943  770  426 1094 1053]","[ 340 1096  491   25  543 1049   21 1073   90    9  956  758  258 1047
  687 1101  479  515  419 1103  943  770  426 1094 1053]"
11,23,57,"[ 200  603  934  201  937  477  425  553  473  673  935  720  936  802
  204  692  684 1025   20   28  638 1044  711 1043 1194]","[ 200  603  934  201  937  477  425  553  473  673  935  720  936  802
  204  692  684 1025   20   28  638 1044  711 1043 1194]"
12,23,59,"[  53  480 1176   45   16  837  499 1184  178   34  453  288  546  736
   26 1175  690  926  192  520   37  384  208   31   29]","[  53  480 1176   45   16  837  499 1184  178   34  453  288  546  736
   26 1175  690  926  192  520   37  384  208   31   29]"
13,23,62,"[ 433  911  474 1044 1025  482 1127  802 1194  603  200  639  781  843
  937 1043  733  684  817  682  293 1004  553  692  204]","[ 433  911  474 1044 1025  482 1127  802 1194  603  200  639  781  843
  937 1043  733  684  817  682  293 1004  553  692  204]"
14,23,63,"[1149  268  397  344  959 1151 1163  257 1105 1152  407 1150 1146  864
   57 1124 1088  816 1148 1147  320   44 1173  950  332]","[1149  268  397  344  959 1151 1163  257 1105 1152  407 1150 1146  864
   57 1124 1088  816 1148 1147  320   44 1173  950  332]"
15,23,75,"[ 114  188  896  984  232  143  376  380  242  531  662  931  211  616
  299  462  798  848  256  856  535  191 1064  197  552]","[ 114  188  896  984  232  143  376  380  242  531  662  931  211  616
  299  462  798  848  256  856  535  191 1064  197  552]"
16,23,76,"[ 115  519  369  300  805  246 1091   73  223  744  891  215  743  136
  829   76 1089  598   19  766  189 1007  595  584  393]","[ 115  519  369  300  805  246 1091   73  223  744  891  215  743  136
  829   76 1089  598   19  766  189 1007  595  584  393]"
17,23,79,"[ 257   44 1152  959 1189  653 1142  940  750  320  405  816   57 1054
  330  407  333  332  344  981  765  549  794 1144  495]","[ 257   44 1152  959 1189  653 1142  940  750  320  405  816   57 1054
  330  407  333  332  344  981  765  549  794 1144  495]"
18,23,91,"[ 568  282 1069  510  564 1022  511  537  303  502  325  647  946  637
  859  643  177  731  778  762  763 1035  563  634  565]","[ 568  282 1069  510  564 1022  511  537  303  502  325  647  946  637
  859  643  177  731  778  762  763 1035  563  634  565]"
19,23,92,"[ 791   73 1007   36  962 1005  427  132  302  598  223  625  542  357
  805  519  215  136  829 1174   76   19  246  745  115]","[ 791   73 1007   36  962 1005  427  132  302  598  223  625  542  357
  805  519  215  136  829 1174   76   19  246  745  115]"
0,24,0,"[  40  192   37  520   34  384  208 1179  690   53  209   29   31  207
 1175  396 1180   16  424  178  736  249  389  546  480]","[  40  192   37  520   34  384  208 1179  690   53  209   29   31  207
 1175  396 1180   16  424  178  736  249  389  546  480]"
1,24,7,"[ 172 1028  479   90  418  446  574  491 1096  515 1118  759 1061 1049
  412  371  296  687   14 1053   85  770   25  258  343]","[ 172 1028  479   90  418  446  574  491 1096  515 1118  759 1061 1049
  412  371  296  687   14 1053   85  770   25  258  343]"
2,24,9,"[ 432   63  312 1092   13 1068  825  909 1029   74   78   65 1145  183
 1016  461  827  664  892  326  365  391  928 1052  105]","[ 432   63  312 1092   13 1068  825  909 1029   74   78   65 1145  183
 1016  461  827  664  892  326  365  391  928 1052  105]"
3,24,14,"[ 974  958  850  832  975  969  970  421  739  923  175  158  481 1197
  966  490  661 1000  854  210  998 1109  976 1072  440]","[ 974  958  850  832  975  969  970  421  739  923  175  158  481 1197
  966  490  661 1000  854  210  998 1109  976 1072  440]"
4,24,15,"[ 187  765  794 1146 1124  332 1148 1105  816  940 1173 1143  549  268
 1142  345  397 1149 1163  961 1088 1144   44   57 1154]","[ 187  765  794 1146 1124  332 1148 1105  816  940 1173 1143  549  268
 1142  345  397 1149 1163  961 1088 1144   44   57 1154]"
5,24,17,"[ 631  229  811  988  404  411  155 1187  500  948  877  920  504  698
  989  422  761  498 1195  866  756 1161  530  921   84]","[ 631  229  811  988  404  411  155 1187  500  948  877  920  504  698
  989  422  761  498 1195  866  756 1161  530  921   84]"
6,24,21,"[ 95 760 260 627 861 735 746 679 190 693 699 100 263 451 111 995 714 915
  94 228 729 718 465 999 173]","[ 95 760 260 627 861 735 746 679 190 693 699 100 263 451 111 995 714 915
  94 228 729 718 465 999 173]"
7,24,22,"[ 462  232  535  163  114  250  383  386  856  256 1064  840  554  662
  855  839  896  540  322  903  191  531  261   50  942]","[ 462  232  535  163  114  250  383  386  856  256 1064  840  554  662
  855  839  896  540  322  903  191  531  261   50  942]"
8,24,31,"[1182  809  828 1193  101    7  930  723 1112  219  436  566  548  270
  266  414  949   93  195    0  149  536  529  146  614]","[1182  809  828 1193  101    7  930  723 1112  219  436  566  548  270
  266  414  949   93  195    0  149  536  529  146  614]"
9,24,33,"[ 313  524  205  181  586   52  871  509   64  212  113   80  626  358
  456  514 1108  202  410 1104  505  567  898  596  428]","[ 313  524  205  181  586   52  871  509   64  212  113   80  626  358
  456  514 1108  202  410 1104  505  567  898  596  428]"
10,24,36,"[ 230  787 1156  134 1188 1159  304    6  774   82 1010  459  216   10
  217 1170  822  532  140  224  893  800 1162   67 1038]","[ 230  787 1156  134 1188 1159  304    6  774   82 1010  459  216   10
  217 1170  822  532  140  224  893  800 1162   67 1038]"
11,24,41,"[ 247  847  271  262  786  272  374  666  796  289  244 1099  772  512
  875  907  290  944  373  119 1141  294 1033  545  622]","[ 247  847  271  262  786  272  374  666  796  289  244 1099  772  512
  875  907  290  944  373  119 1141  294 1033  545  622]"
12,24,49,"[ 437  841 1041  548 1177   87   93  809  195    7  885  723  238  414
  447 1031  219  388  566  930  138    0  507  458  231]","[ 437  841 1041  548 1177   87   93  809  195    7  885  723  238  414
  447 1031  219  388  566  930  138    0  507  458  231]"
13,24,52,"[  25 1101   90  628  759  479    9 1096   48 1073  687  340  803  371
 1049  770  515  491  426   21  543  343 1053  418  412]","[  25 1101   90  628  759  479    9 1096   48 1073  687  340  803  371
 1049  770  515  491  426   21  543  343 1053  418  412]"
14,24,57,"[ 682  477  275  638   15  204  720  686  553   20  639  425   28  681
  200  817  684  935  781 1127 1169  953  911  474   72]","[ 682  477  275  638   15  204  720  686  553   20  639  425   28  681
  200  817  684  935  781 1127 1169  953  911  474   72]"
15,24,62,"[ 641 1025  603  682  733  764   28 1004  934 1043  425  474  953  482
  711 1194  275  201  686  477  937  553  781  473  936]","[ 641 1025  603  682  733  764   28 1004  934 1043  425  474  953  482
  711 1194  275  201  686  477  937  553  781  473  936]"
16,24,76,"[1089  475  112   73  740  246  189  519  805 1007  962   76  680  302
  829  223  431  745  584  744 1174  766  215  743  434]","[1089  475  112   73  740  246  189  519  805 1007  962   76  680  302
  829  223  431  745  584  744 1174  766  215  743  434]"
17,24,77,"[ 573   91 1017  883  887 1198  445  463  164  161  160  468 1014   54
  879  749  880 1032  460  466  886  162  167  882  367]","[ 573   91 1017  883  887 1198  445  463  164  161  160  468 1014   54
  879  749  880 1032  460  466  886  162  167  882  367]"
18,24,81,"[ 472  929  361  619  884   68  860  362  337 1133  131  471  789 1186
  387  157 1166  324  712  812  615  779  702  810 1123]","[ 472  929  361  619  884   68  860  362  337 1133  131  471  789 1186
  387  157 1166  324  712  812  615  779  702  810 1123]"
19,24,89,"[ 426   17 1028 1103    9  902  758 1061 1096  296  770 1046  628   21
   85 1053  943  491  392  371 1073  522  803  543 1101]","[ 426   17 1028 1103    9  902  758 1061 1096  296  770 1046  628   21
   85 1053  943  491  392  371 1073  522  803  543 1101]"
0,25,0,"[  40  192   37  520  208  384   34   53  690 1179  209   29  207   31
 1175 1180  396   16  424  178  736   62  249  389  546]","[  40  192   37  520  208  384   34   53  690 1179  209   29  207   31
 1175 1180  396   16  424  178  736   62  249  389  546]"
1,25,3,"[ 425   20  936 1043  603  686  482  473  638 1004  720  275  403  477
  681  673  937  934  639   72  935  474  764 1044 1025]","[ 425   20  936 1043  603  686  482  473  638 1004  720  275  403  477
  681  673  937  934  639   72  935  474  764 1044 1025]"
2,25,9,"[1029  432 1068   63   74  570  312 1092 1145   13   86  825   65   78
  827  664  391  909 1052  541  365  183 1121  142  377]","[1029  432 1068   63   74  570  312 1092 1145   13   86  825   65   78
  827  664  391  909 1052  541  365  183 1121  142  377]"
3,25,12,"[1099  289  290 1033  372 1100  271  315  374  373  247  316  368  370
  772  672 1153  244  262  366  602   89  847  413  154]","[1099  289  290 1033  372 1100  271  315  374  373  247  316  368  370
  772  672 1153  244  262  366  602   89  847  413  154]"
4,25,14,"[ 958  974  850  976  175  421  490  970  785  975  481  753  385  210
  998  923  832  966  158 1197  661 1109  663  739  440]","[ 958  974  850  976  175  421  490  970  785  975  481  753  385  210
  998  923  832  966  158 1197  661 1109  663  739  440]"
5,25,19,"[1013 1164  833  122  117  767  925  732  121  591  703  525  709 1165
  705  629  742 1003  245  715  708  506  706  818  707]","[1013 1164  833  122  117  767  925  732  121  591  703  525  709 1165
  705  629  742 1003  245  715  708  506  706  818  707]"
6,25,34,"[ 499 1184  384  624  453   37  620   34  558   53  424  688   31 1179
   45   29 1175  979   18 1180  396  926  982   26   96]","[ 499 1184  384  624  453   37  620   34  558   53  424  688   31 1179
   45   29 1175  979   18 1180  396  926  982   26   96]"
7,25,35,"[ 149   70  723   93  529 1193 1074  138  447 1182  458   87  828  536
  146  919  231 1155  507  885  548 1041  239  841 1031]","[ 149   70  723   93  529 1193 1074  138  447 1182  458   87  828  536
  146  919  231 1155  507  885  548 1041  239  841 1031]"
8,25,44,"[ 197  531  903  942 1064  668  191  211  250  662  386  261  855  840
  380  242  383  143   50  235  163  554  462  870  896]","[ 197  531  903  942 1064  668  191  211  250  662  386  261  855  840
  380  242  383  143   50  235  163  554  462  870  896]"
9,25,46,"[ 111   33   12  674   30   95  693  627  260 1183  465   43   94  173
  228  700  451   61   51  269  323  718  735  281  746]","[ 111   33   12  674   30   95  693  627  260 1183  465   43   94  173
  228  700  451   61   51  269  323  718  735  281  746]"
10,25,53,"[1123  341 1166 1186  361  619  860  884  131  196 1098  812  359 1157
 1133  471  362 1167 1059  929  810  157  780  712  789]","[1123  341 1166 1186  361  619  860  884  131  196 1098  812  359 1157
 1133  471  362 1167 1059  929  810  157  780  712  789]"
11,25,55,"[ 759  172  803  419   90 1061  296   21  770 1118  522  965  956  687
  446  943   49  543  371  491 1028  628   25 1053  258]","[ 759  172  803  419   90 1061  296   21  770 1118  522  965  956  687
  446  943   49  543  371  491 1028  628   25 1053  258]"
12,25,59,"[ 520  837 1065  178   62  192   31  926  384  558 1176  499  288 1180
   37  738 1179   38  396   29   16  624  453  979   26]","[ 520  837 1065  178   62  192   31  926  384  558 1176  499  288 1180
   37  738 1179   38  396   29   16  624  453  979   26]"
13,25,72,"[ 729  679  714   94  126  180  760  281  269  699  273  406  627   43
  173  915  963  416  735 1183  995   61  957  967  323]","[ 729  679  714   94  126  180  760  281  269  699  273  406  627   43
  173  915  963  416  735 1183  995   61  957  967  323]"
14,25,81,"[ 712  364  810  361  150  780  779  196   68 1037 1168  619  615  341
  362  226  884 1186  251  471  339 1058 1059  741  387]","[ 712  364  810  361  150  780  779  196   68 1037 1168  619  615  341
  362  226  884 1186  251  471  339 1058 1059  741  387]"
15,25,86,"[  25  446   48    9  419  803  343  296  522  172  687  628 1028 1118
  515  418  479 1073  770   21   14   85  258 1049  371]","[  25  446   48    9  419  803  343  296  522  172  687  628 1028 1118
  515  418  479 1073  770   21   14   85  258 1049  371]"
16,25,90,"[282 510 350 643 762 675 635 517 657 303 511 578 859 579 291 927 656 946
 537 640 636 569 778 644 647]","[282 510 350 643 762 675 635 517 657 303 511 578 859 579 291 927 656 946
 537 640 636 569 778 644 647]"
17,25,92,"[ 766  434 1091  132  743  745  431  867  584  938  625  136  215 1008
  744  791 1174  357  519  595  740  223  302  475 1007]","[ 766  434 1091  132  743  745  431  867  584  938  625  136  215 1008
  744  791 1174  357  519  595  740  223  302  475 1007]"
18,25,94,"[ 744 1007  136  132  743  302  427  598  584 1174  369  962 1091   23
   76   73  740  938  867  542   19  862  115 1089  431]","[ 744 1007  136  132  743  302  427  598  584 1174  369  962 1091   23
   76   73  740  938  867  542   19  862  115 1089  431]"
19,25,98,"[ 108  633  606  877  404  761  274  148  498 1195  551  948  550  989
  422  500  395  698  631  990 1140  983 1090  874  988]","[ 108  633  606  877  404  761  274  148  498 1195  551  948  550  989
  422  500  395  698  631  990 1140  983 1090  874  988]"
0,26,2,"[ 420  694  234  801  993  985  144  103 1097  464  991  939 1093 1056
  804  994    8  933   58 1051  987 1045  665  225    3]","[ 420  694  234  801  993  985  144  103 1097  464  991  939 1093 1056
  804  994    8  933   58 1051  987 1045  665  225    3]"
1,26,10,"[1023  655  701  156   98  997 1009 1115  523  557  719  696  849  590
  669  342 1024  305  452  182 1116  526 1128  334  165]","[1023  655  701  156   98  997 1009 1115  523  557  719  696  849  590
  669  342 1024  305  452  182 1116  526 1128  334  165]"
2,26,18,"[ 889  878  168  573  167  470  883  749  887  160  164  882  162   59
  468  367  463  203  467 1055  886  161  881  460   88]","[ 889  878  168  573  167  470  883  749  887  160  164  882  162   59
  468  367  463  203  467 1055  886  161  881  460   88]"
3,26,20,"[ 908  980  248  184  352 1070  356  185  611  442 1086 1084  355 1076
  858  912  972  575 1079  555 1075 1083  287  347 1172]","[ 908  980  248  184  352 1070  356  185  611  442 1086 1084  355 1076
  858  912  972  575 1079  555 1075 1083  287  347 1172]"
4,26,23,"[1006  823  820   41  124  917  947  198  278  826   27 1113  518  283
  807   55  667  754 1130  863  612  900  819  865  813]","[1006  823  820   41  124  917  947  198  278  826   27 1113  518  283
  807   55  667  754 1130  863  612  900  819  865  813]"
5,26,25,"[ 100  627  180   61  746  228  679  111  760  173  718  729   30  298
   11  699  999  861  735  281  263  693   43  674 1183]","[ 100  627  180   61  746  228  679  111  760  173  718  729   30  298
   11  699  999  861  735  281  263  693   43  674 1183]"
6,26,42,"[ 900  826  501  612 1006  417  278  689  109  754  924  819  863  547
  448  737  306  815  559  917  593  667  319  899  127]","[ 900  826  501  612 1006  417  278  689  109  754  924  819  863  547
  448  737  306  815  559  917  593  667  319  899  127]"
7,26,43,"[ 695   98 1128  658  156  655  768  305  102  527 1009  489 1023  594
  669  590  523  335  165  730  452  182  849  697  321]","[ 695   98 1128  658  156  655  768  305  102  527 1009  489 1023  594
  669  590  523  335  165  730  452  182  849  697  321]"
8,26,44,"[ 531  277  261  668  662  942  856  984  855  376  143  792  552  870
  386  197  848  903  163  235   50 1064  798 1122  931]","[ 531  277  261  668  662  942  856  984  855  376  143  792  552  870
  386  197  848  903  163  235   50 1064  798 1122  931]"
9,26,45,"[1158  675  731  581  643  647  651  569  325  634  517 1034  656  645
  563  640  637  635  762  646  291  578  644  166 1022]","[1158  675  731  581  643  647  651  569  325  634  517 1034  656  645
  563  640  637  635  762  646  291  578  644  166 1022]"
10,26,48,"[ 467  470  869  882  460  886   54  894  203  167  367  221 1125  222
 1198  883  887  528   88  881  161  164  749  186   59]","[ 467  470  869  882  460  886   54  894  203  167  367  221 1125  222
 1198  883  887  528   88  881  161  164  749  186   59]"
11,26,59,"[ 738  728  218   45   18  396  926   29   16 1176   34  624  480  499
  207  688  208  546   38  192  736  690  288   37   26]","[ 738  728  218   45   18  396  926   29   16 1176   34  624  480  499
  207  688  208  546   38  192  736  690  288   37   26]"
12,26,61,"[ 995  129  260  269  100  729  263  861  693  273  718  700  180   11
  674  173  406  915  451  999   12 1183   30  416   94]","[ 995  129  260  269  100  729  263  861  693  273  718  700  180   11
  674  173  406  915  451  999   12 1183   30  416   94]"
13,26,62,"[ 692 1127  403  733  433  641  553  603  295  681  682  720  632  935
  911  639  425  781  204  936  802  686 1169  293   72]","[ 692 1127  403  733  433  641  553  603  295  681  682  720  632  935
  911  639  425  781  204  936  802  686 1169  293   72]"
14,26,69,"[ 611 1075  118 1172  347  858  255 1137  442 1071  821  415  185 1083
  904 1081  980 1077 1080 1131 1082  252  555  876 1060]","[ 611 1075  118 1172  347  858  255 1137  442 1071  821  415  185 1083
  904 1081  980 1077 1080 1131 1082  252  555  876 1060]"
15,26,77,"[ 445  889  466  167  886  573   59 1017 1032   91  613  749  460  236
  468  588  878  164  882  367  872  881  748  888  222]","[ 445  889  466  167  886  573   59 1017 1032   91  613  749  460  236
  468  588  878  164  882  367  872  881  748  888  222]"
16,26,88,"[ 712  619  806  251 1126  860 1123  789 1059  741 1167  702 1157 1168
 1133  196 1027  443  364  884  337  533 1037  361 1058]","[ 712  619  806  251 1126  860 1123  789 1059  741 1167  702 1157 1168
 1133  196 1027  443  364  884  337  533 1037  361 1058]"
17,26,95,"[ 754 1113  865  947  737  863  547  417  819  917  857  755  667  890
  501  899  448  826  483  283 1006 1001  612  267  815]","[ 754 1113  865  947  737  863  547  417  819  917  857  755  667  890
  501  899  448  826  483  283 1006 1001  612  267  815]"
18,26,97,"[ 191  668  662  539  540  462  848  942  380 1064  261  839  855  143
 1122  856  299  256  840  197  322  931  903 1178  120]","[ 191  668  662  539  540  462  848  942  380 1064  261  839  855  143
 1122  856  299  256  840  197  322  931  903 1178  120]"
19,26,98,"[ 633  811  877  379 1195  500  550  229  404   84  960 1192 1140  148
  422 1117  948  698  920  108  551  761  990 1187  155]","[ 633  811  877  379 1195  500  550  229  404   84  960 1192 1140  148
  422 1117  948  698  920  108  551  761  990 1187  155]"
0,27,1,"[ 502  644  646 1069  166  561  537  634  325  645  640  778  578  635
  657  563  643  656  291  510  581  651  511  636  568]","[ 502  644  646 1069  166  561  537  634  325  645  640  778  578  635
  657  563  643  656  291  510  581  651  511  636  568]"
1,27,4,"[1015 1098 1133  339  150 1167 1157  361 1026 1037 1027  362 1166  341
  337  157  789   68  387  712  196 1036  929  741  533]","[1015 1098 1133  339  150 1167 1157  361 1026 1037 1027  362 1166  341
  337  157  789   68  387  712  196 1036  929  741  533]"
2,27,14,"[1197  421  958  832  158  975  998  650  976  175  481 1000  220  814
  354  974  753  385 1111  739  440  854  850  133  973]","[1197  421  958  832  158  975  998  650  976  175  481 1000  220  814
  354  974  753  385 1111  739  440  854  850  133  973]"
3,27,17,"[ 229  811  988  155  631  404  713  411  921  983  920  948 1187  108
  756 1195  932  960  504  500  698 1191  395  550  498]","[ 229  811  988  155  631  404  713  411  921  983  920  948 1187  108
  756 1195  932  960  504  500  698 1191  395  550  498]"
4,27,18,"[ 203  160  573  162  749  882   54  460  168  167  869  879  886  888
  872 1125  873  887  889  186  878 1055  164  883   88]","[ 203  160  573  162  749  882   54  460  168  167  869  879  886  888
  872 1125  873  887  889  186  878 1055  164  883   88]"
5,27,29,"[ 250  616  798  462  554 1122  277  197  539  560  299  322  848  383
  839  535  662  380  235  942 1178  242  188  870 1064]","[ 250  616  798  462  554 1122  277  197  539  560  299  322  848  383
  839  535  662  380  235  942 1178  242  188  870 1064]"
6,27,31,"[ 388  414  266 1182  238  614 1193  913  101  548   87  219  828    7
  841  529  437 1155  544  399 1112  721  919  138  436]","[ 388  414  266 1182  238  614 1193  913  101  548   87  219  828    7
  841  529  437 1155  544  399 1112  721  919  138  436]"
7,27,32,"[  68  884  702  443 1059 1027 1167 1036  361  806  712  533  362  359
  619  615  741  251 1133 1098  929  157  779 1168 1123]","[  68  884  702  443 1059 1027 1167 1036  361  806  712  533  362  359
  619  615  741  251 1133 1098  929  157  779 1168 1123]"
8,27,35,"[ 447  458  507  536  266  841  930  919  238   93 1074  149  360  721
  544  723 1193  548  809  138  146 1041  195  828 1112]","[ 447  458  507  536  266  841  930  919  238   93 1074  149  360  721
  544  723 1193  548  809  138  146 1041  195  828 1112]"
9,27,37,"[ 161  467  286  882  573  869  470  463  528  367  445  164   54  186
  872  883 1125  886  749 1014  466  880  203  879  881]","[ 161  467  286  882  573  869  470  463  528  367  445  164   54  186
  872  883 1125  886  749 1014  466  880  203  879  881]"
10,27,38,"[ 225   75  390    3   22   58  234  264  994  991 1056  801 1039  179
  694  145  939    8  103  327  284  808  420 1040  351]","[ 225   75  390    3   22   58  234  264  994  991 1056  801 1039  179
  694  145  939    8  103  327  284  808  420 1040  351]"
11,27,43,"[1024  489  335  590   98 1128  156  334  914  526  695 1023   42  452
  182  523  594  454  997   47 1171  685  642  394  321]","[1024  489  335  590   98 1128  156  334  914  526  695 1023   42  452
  182  523  594  454  997   47 1171  685  642  394  321]"
12,27,46,"[627 963 999 679 126 307  51 273 323  95  94 915 746  61  11  33 995 957
 180 190 269 129 700 760  30]","[627 963 999 679 126 307  51 273 323  95  94 915 746  61  11  33 995 957
 180 190 269 129 700 760  30]"
13,27,52,"[ 340   25  419  479  758 1096 1103  426   21 1047   90 1094 1049  412
  446  902   49 1101  759   14  543  687   48  418  770]","[ 340   25  419  479  758 1096 1103  426   21 1047   90 1094 1049  412
  446  902   49 1101  759   14  543  687   48  418  770]"
14,27,55,"[1028  758  759 1047  446   48  426 1096 1049   90  172    9 1103   17
  491 1053  943  770  956  419 1107   85   25  296 1046]","[1028  758  759 1047  446   48  426 1096 1049   90  172    9 1103   17
  491 1053  943  770  956  419 1107   85   25  296 1046]"
